Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
11,1,4.472135955,0,0,B to C,11,"(23, 35)","[(19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 31), (21, 32), (21, 33), (21, 34)]","[(21, 39)]",FALSE
11,0,0,0,0,B to C,11,"(23, 35)","[(19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 31), (21, 32), (21, 33), (21, 34)]",[],FALSE
11,1,4.472135955,0,0,B to C,11,"(22, 36)","[(18, 33), (18, 34), (19, 32), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]","[(20, 40)]",FALSE
11,0,0,0,0,B to C,11,"(22, 36)","[(18, 33), (18, 34), (19, 32), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]",[],FALSE
10,1,4.472135955,0,0,B to C,11,"(21, 37)","[(17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]","[(19, 41)]",FALSE
10,0,0,0,0,B to C,11,"(21, 37)","[(17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]",[],FALSE
6,1,4.472135955,0,0,B to C,11,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]","[(18, 42)]",FALSE
6,0,0,0,0,B to C,11,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]",[],FALSE
1,1,0,0,0,B to C,11,"(20, 39)","[(20, 34)]","[(17, 43)]",FALSE
1,0,0,0,0,B to C,11,"(20, 39)","[(20, 34)]",[],FALSE
0,0,0,0,0,B to C,11,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,11,"(19, 41)",[],[],TRUE
1,1,4.242640687,0,0,B to C,11,"(18, 42)","[(13, 42)]","[(15, 45)]",FALSE
1,0,0,0,0,B to C,11,"(18, 42)","[(13, 42)]",[],FALSE
5,1,4.242640687,0,0,B to C,11,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43)]","[(14, 46)]",FALSE
5,0,0,0,0,B to C,11,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43)]",[],FALSE
3,1,0,0,0,B to C,11,"(17, 44)","[(13, 41), (13, 42), (13, 43)]","[(13, 47)]",FALSE
3,0,0,0,0,B to C,11,"(17, 44)","[(13, 41), (13, 42), (13, 43)]",[],FALSE
2,1,4.472135955,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(13, 47)]",FALSE
2,1,4.472135955,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(13, 47)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(14, 46)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(14, 46)]",FALSE
2,1,2,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(15, 45)]",FALSE
2,1,2,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(15, 45)]",FALSE
2,1,1.414213562,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(16, 44)]",FALSE
2,1,1.414213562,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(16, 44)]",FALSE
2,1,2,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(17, 43)]",FALSE
2,1,2,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(17, 43)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(18, 42)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(18, 42)]",FALSE
2,1,4.472135955,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(19, 41)]",FALSE
2,1,4.472135955,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]","[(19, 41)]",FALSE
2,0,0,0,0,C to B,11,"(17, 45)","[(13, 42), (13, 43)]",[],FALSE
0,1,4.472135955,0,0,C to B,11,"(18, 44)",[],"[(20, 40)]",FALSE
0,0,0,0,0,C to B,11,"(18, 44)",[],[],FALSE
0,1,4.472135955,0,0,C to B,11,"(19, 43)",[],"[(21, 39)]",FALSE
0,0,0,0,0,C to B,11,"(19, 43)",[],[],FALSE
0,1,4.472135955,0,0,C to B,11,"(20, 42)",[],"[(22, 38)]",FALSE
0,0,0,0,0,C to B,11,"(20, 42)",[],[],FALSE
0,1,4.472135955,0,0,C to B,11,"(21, 41)",[],"[(23, 37)]",FALSE
0,1,4.123105626,0,0,C to B,11,"(21, 41)",[],"[(22, 37)]",FALSE
0,1,4.123105626,0,0,C to B,11,"(21, 41)",[],"[(22, 37)]",FALSE
0,1,4,0,0,C to B,11,"(21, 41)",[],"[(21, 37)]",FALSE
0,1,4,0,0,C to B,11,"(21, 41)",[],"[(21, 37)]",FALSE
0,1,4.123105626,0,0,C to B,11,"(21, 41)",[],"[(20, 37)]",FALSE
0,1,4.123105626,0,0,C to B,11,"(21, 41)",[],"[(20, 37)]",FALSE
0,1,4.472135955,0,0,C to B,11,"(21, 41)",[],"[(19, 37)]",FALSE
0,1,4.472135955,0,0,C to B,11,"(21, 41)",[],"[(19, 37)]",FALSE
0,1,0,0,0,C to B,11,"(21, 41)",[],"[(18, 37)]",FALSE
0,1,0,0,0,C to B,11,"(21, 41)",[],"[(18, 37)]",FALSE
0,0,0,0,0,C to B,11,"(21, 41)",[],[],FALSE
2,0,0,0,0,C to B,11,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,11,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
9,1,0,0,0,C to B,11,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(24, 33)]",FALSE
9,1,0,0,0,C to B,11,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(24, 33)]",FALSE
9,0,0,0,0,C to B,11,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],FALSE
7,0,0,0,0,C to B,11,"(25, 37)","[(21, 34), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
7,0,0,0,0,C to B,11,"(25, 36)","[(21, 33), (21, 34), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
7,1,4.123105626,0,0,C to B,11,"(25, 35)","[(21, 32), (21, 33), (21, 34), (28, 36), (28, 37), (28, 38), (28, 39)]","[(24, 31)]",FALSE
7,0,0,0,0,C to B,11,"(25, 35)","[(21, 32), (21, 33), (21, 34), (28, 36), (28, 37), (28, 38), (28, 39)]",[],FALSE
4,1,4.472135955,0,0,C to B,11,"(26, 34)","[(21, 34), (28, 36), (28, 37), (28, 38)]","[(24, 30)]",FALSE
4,0,0,0,0,C to B,11,"(26, 34)","[(21, 34), (28, 36), (28, 37), (28, 38)]",[],FALSE
2,2,4.472135955,1,349.6951535,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 29), (25, 29)]",FALSE
2,1,4.242640687,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 30)]",FALSE
2,1,4.242640687,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 30)]",FALSE
2,1,3.605551275,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 31)]",FALSE
2,1,3.605551275,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 31)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 32)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 32)]",FALSE
2,1,3,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 33)]",FALSE
2,1,3,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 33)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 34)]",FALSE
2,1,3.16227766,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(24, 34)]",FALSE
2,1,4.472135955,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(23, 35)]",FALSE
2,1,4.472135955,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]","[(23, 35)]",FALSE
2,0,0,0,0,C to B,11,"(27, 33)","[(28, 36), (28, 37)]",[],FALSE
2,0,0,0,0,C to B,11,"(28, 32)","[(28, 36), (28, 37)]",[],TRUE
0,0,0,0,0,C to B,11,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,11,"(30, 30)",[],[],TRUE
1,0,0,0,0,C to B,11,"(30, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,11,"(30, 28)","[(28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,11,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,11,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,11,"(32, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,11,"(32, 23)","[(27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,C to B,11,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,C to B,11,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
8,0,0,0,0,C to B,11,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
8,0,0,0,0,B to A,11,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
8,0,0,0,0,B to A,11,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
16,0,0,0,0,B to A,11,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
14,0,0,0,0,B to A,11,"(31, 22)","[(26, 22), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,B to A,11,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
9,0,0,0,0,B to A,11,"(31, 24)","[(27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,11,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,1,3.16227766,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 29)]",FALSE
5,1,3.16227766,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 29)]",FALSE
5,1,2.236067977,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 28)]",FALSE
5,1,2.236067977,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 28)]",FALSE
5,1,1.414213562,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 27)]",FALSE
5,1,1.414213562,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 27)]",FALSE
5,1,1,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 26)]",FALSE
5,1,1,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 26)]",FALSE
5,1,1.414213562,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 25)]",FALSE
5,1,1.414213562,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 25)]",FALSE
5,1,2.236067977,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 24)]",FALSE
5,1,2.236067977,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 24)]",FALSE
5,1,3.16227766,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 23)]",FALSE
5,1,3.16227766,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 23)]",FALSE
5,1,4.123105626,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 22)]",FALSE
5,1,4.123105626,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(32, 22)]",FALSE
5,0,0,0,0,B to A,11,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
4,0,0,0,0,B to A,11,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,11,"(29, 27)","[(26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,11,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,11,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,11,"(26, 27)","[(25, 23), (26, 22), (26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,B to A,11,"(25, 26)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
14,0,0,0,0,B to A,11,"(24, 25)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,B to A,11,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]",[],TRUE
10,0,0,0,0,B to A,11,"(22, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 23)]",[],TRUE
12,0,0,0,0,B to A,11,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]",[],TRUE
7,0,0,0,0,B to A,11,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]",[],TRUE
1,0,0,0,0,B to A,11,"(20, 20)","[(25, 20)]",[],TRUE
0,0,0,0,0,B to A,11,"(19, 19)",[],[],TRUE
0,0,0,0,0,B to A,11,"(18, 18)",[],[],TRUE
0,0,0,0,0,B to A,11,"(17, 17)",[],[],TRUE
0,0,0,0,0,B to A,11,"(16, 16)",[],[],TRUE
1,0,0,0,0,A to B,12,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,12,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,12,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,12,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,12,"(19, 19)",[],[],TRUE
1,0,0,0,0,A to B,12,"(20, 20)","[(25, 20)]",[],TRUE
7,0,0,0,0,A to B,12,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]",[],TRUE
12,0,0,0,0,A to B,12,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]",[],TRUE
10,0,0,0,0,A to B,12,"(22, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 23)]",[],TRUE
12,0,0,0,0,A to B,12,"(23, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 24)]",[],TRUE
14,0,0,0,0,A to B,12,"(24, 25)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,A to B,12,"(25, 26)","[(21, 29), (25, 21), (25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,12,"(26, 27)","[(25, 23), (26, 22), (26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,12,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,1,0,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 32)]",FALSE
7,1,4.123105626,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 31)]",FALSE
7,1,4.123105626,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 31)]",FALSE
7,1,3.605551275,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 30)]",FALSE
7,1,3.605551275,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 30)]",FALSE
7,1,3.605551275,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 29)]",FALSE
7,1,3.605551275,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 29)]",FALSE
7,1,4.123105626,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(24, 28)]",FALSE
7,1,4.123105626,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(24, 28)]",FALSE
7,1,0,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(23, 27)]",FALSE
7,1,0,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(23, 27)]",FALSE
7,0,0,0,0,A to B,12,"(28, 27)","[(25, 23), (26, 23), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
5,0,0,0,0,A to B,12,"(29, 27)","[(26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,1,4.472135955,0,0,A to B,12,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]","[(34, 25)]",FALSE
4,1,4.472135955,0,0,A to B,12,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]","[(34, 25)]",FALSE
4,1,0,0,0,A to B,12,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]","[(34, 24)]",FALSE
4,1,0,0,0,A to B,12,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]","[(34, 24)]",FALSE
4,0,0,0,0,A to B,12,"(30, 27)","[(27, 23), (28, 23), (28, 24), (28, 25)]",[],FALSE
5,1,4.242640687,0,0,A to B,12,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 23)]",FALSE
5,1,0,0,0,A to B,12,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 22)]",FALSE
5,1,0,0,0,A to B,12,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 22)]",FALSE
5,0,0,0,0,A to B,12,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
7,1,0,0,0,A to B,12,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 21)]",FALSE
7,0,0,0,0,A to B,12,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
5,1,4.472135955,0,0,A to B,12,"(32, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 20)]",FALSE
5,0,0,0,0,A to B,12,"(32, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
7,1,4.472135955,0,0,A to B,12,"(32, 23)","[(27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 19)]",FALSE
7,0,0,0,0,A to B,12,"(32, 23)","[(27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
8,1,4.472135955,0,0,A to B,12,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(34, 18)]",FALSE
8,0,0,0,0,A to B,12,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],FALSE
8,1,4.472135955,0,0,A to B,12,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 17)]",FALSE
8,0,0,0,0,A to B,12,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],FALSE
8,1,4.472135955,0,0,A to B,12,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(34, 16)]",FALSE
8,0,0,0,0,A to B,12,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],FALSE
8,1,4.472135955,0,0,B to C,12,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(34, 15)]",FALSE
8,0,0,0,0,B to C,12,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],FALSE
8,0,0,0,0,B to C,12,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
16,0,0,0,0,B to C,12,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
14,0,0,0,0,B to C,12,"(31, 22)","[(26, 22), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,B to C,12,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
9,0,0,0,0,B to C,12,"(31, 24)","[(27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,12,"(31, 25)","[(27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,12,"(31, 26)","[(27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,12,"(31, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,12,"(30, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,12,"(29, 29)","[(28, 25)]",[],TRUE
1,1,4.123105626,0,0,B to C,12,"(28, 30)","[(28, 25)]","[(29, 34)]",FALSE
1,1,4.123105626,0,0,B to C,12,"(28, 30)","[(28, 25)]","[(29, 34)]",FALSE
1,1,4.472135955,0,0,B to C,12,"(28, 30)","[(28, 25)]","[(30, 34)]",FALSE
1,1,4.472135955,0,0,B to C,12,"(28, 30)","[(28, 25)]","[(30, 34)]",FALSE
1,0,0,0,0,B to C,12,"(28, 30)","[(28, 25)]",[],FALSE
0,2,2.828427125,1.414213562,360,B to C,12,"(27, 31)",[],"[(29, 33), (30, 34)]",FALSE
0,2,2.828427125,1.414213562,360,B to C,12,"(27, 31)",[],"[(29, 33), (30, 34)]",FALSE
0,2,1.414213562,2.236067977,348.6900675,B to C,12,"(27, 31)",[],"[(28, 32), (29, 34)]",FALSE
0,2,1.414213562,2.236067977,348.6900675,B to C,12,"(27, 31)",[],"[(28, 32), (29, 34)]",FALSE
0,2,0,3.16227766,288.4349488,B to C,12,"(27, 31)",[],"[(27, 31), (28, 34)]",FALSE
0,2,0,3.16227766,288.4349488,B to C,12,"(27, 31)",[],"[(27, 31), (28, 34)]",FALSE
0,3,1.414213562,4.553245561,225,B to C,12,"(27, 31)",[],"[(24, 28), (26, 30), (27, 34)]",FALSE
0,3,1.414213562,4.553245561,225,B to C,12,"(27, 31)",[],"[(24, 28), (26, 30), (27, 34)]",FALSE
0,2,2.828427125,5.099019514,116.5650512,B to C,12,"(27, 31)",[],"[(25, 29), (26, 34)]",FALSE
0,2,2.828427125,5.099019514,116.5650512,B to C,12,"(27, 31)",[],"[(25, 29), (26, 34)]",FALSE
0,3,1.414213562,4.999504817,251.5650512,B to C,12,"(27, 31)",[],"[(24, 28), (25, 35), (26, 30)]",FALSE
0,3,1.414213562,4.999504817,251.5650512,B to C,12,"(27, 31)",[],"[(24, 28), (25, 35), (26, 30)]",FALSE
